L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,Deck_Area,Prof,MAU1,MAU2,CAPEX
160,20,8,400,150,25000,600,0,0,1,1,1043.5,23.532,0.83046,0.79597,237.64
180,20,8,400,150,25000,600,0,0,1,1,1285.9,23.302,0.82346,0.80948,244.07
140,25,8,400,150,25000,600,0,0,1,1,1194.9,23.359,0.82521,0.76977,242.46
160,25,8,400,150,25000,600,0,0,1,1,1502.8,23.071,0.81642,0.79219,250.5
180,25,8,400,150,25000,600,0,0,1,1,1817.2,22.783,0.80756,0.80513,258.53
120,30,8,400,150,25000,600,0,0,1,1,1225.9,23.302,0.82346,0.72642,244.07
140,30,8,400,150,25000,600,0,0,1,1,1597.9,22.956,0.81288,0.76642,253.71
160,30,8,400,150,25000,600,0,0,1,1,1978.7,22.611,0.80222,0.78827,263.35
180,30,8,400,150,25000,600,0,0,1,1,2367.5,22.265,0.79147,0.8006,272.99
120,35,8,400,150,25000,600,0,0,1,1,1567.9,22.956,0.81288,0.72354,253.71
140,35,8,400,150,25000,600,0,0,1,1,2013,22.553,0.80044,0.76296,264.95
160,35,8,400,150,25000,600,0,0,1,1,2468.8,22.15,0.78787,0.78419,276.2
180,35,8,400,150,25000,600,0,0,1,1,2934,21.747,0.77517,0.79588,287.45
160,20,11,400,150,25000,600,0,0,1,1,1043.5,22.841,0.80934,0.79025,256.92
180,20,11,400,150,25000,600,0,0,1,1,1285.9,22.524,0.79954,0.80289,265.76
140,25,11,400,150,25000,600,0,0,1,1,1194.9,22.604,0.802,0.7634,263.55
160,25,11,400,150,25000,600,0,0,1,1,1502.8,22.208,0.78967,0.78471,274.59
180,25,11,400,150,25000,600,0,0,1,1,1817.2,21.812,0.77722,0.79648,285.64
120,30,11,400,150,25000,600,0,0,1,1,1225.9,22.524,0.79954,0.71983,265.76
140,30,11,400,150,25000,600,0,0,1,1,1597.9,22.049,0.78471,0.75848,279.01
160,30,11,400,150,25000,600,0,0,1,1,1978.7,21.574,0.76969,0.77889,292.27
180,30,11,400,150,25000,600,0,0,1,1,2367.5,21.099,0.7545,0.7897,305.52
120,35,11,400,150,25000,600,0,0,1,1,1567.9,22.049,0.78471,0.7156,279.01
140,35,11,400,150,25000,600,0,0,1,1,2013,21.495,0.76717,0.75333,294.47
160,35,11,400,150,25000,600,0,0,1,1,2468.8,20.941,0.74939,0.77276,309.94
180,35,11,400,150,25000,600,0,0,1,1,2934,20.386,0.73134,0.78251,325.4
160,20,14,400,150,25000,600,0,0,1,1,1043.5,22.15,0.78787,0.78419,276.2
180,20,14,400,150,25000,600,0,0,1,1,1285.9,21.747,0.77517,0.79588,287.45
140,25,14,400,150,25000,600,0,0,1,1,1194.9,21.848,0.77836,0.75664,284.63
160,25,14,400,150,25000,600,0,0,1,1,1502.8,21.344,0.76235,0.77669,298.69
180,25,14,400,150,25000,600,0,0,1,1,1817.2,20.84,0.74613,0.78713,312.75
120,30,14,400,150,25000,600,0,0,1,1,1225.9,21.747,0.77517,0.71282,287.45
140,30,14,400,150,25000,600,0,0,1,1,1597.9,21.142,0.75589,0.74994,304.31
160,30,14,400,150,25000,600,0,0,1,1,1978.7,20.537,0.73629,0.76869,321.18
180,30,14,400,150,25000,600,0,0,1,1,2367.5,19.933,0.71637,0.77773,338.05
120,35,14,400,150,25000,600,0,0,1,1,1567.9,21.142,0.75589,0.70706,304.31
140,35,14,400,150,25000,600,0,0,1,1,2013,20.437,0.733,0.74286,323.99
160,35,14,400,150,25000,600,0,0,1,1,2468.8,19.731,0.70966,0.76016,343.67
180,35,14,400,150,25000,600,0,0,1,1,2934,19.026,0.68586,0.76761,363.35
160,20,8,600,150,25000,600,0,0,1,1,1040.5,23.532,0.84589,0.79597,242.35
180,20,8,600,150,25000,600,0,0,1,1,1282.9,23.302,0.83889,0.80948,248.78
140,25,8,600,150,25000,600,0,0,1,1,1191.9,23.359,0.84064,0.76977,247.17
160,25,8,600,150,25000,600,0,0,1,1,1499.9,23.071,0.83185,0.79219,255.2
180,25,8,600,150,25000,600,0,0,1,1,1814.3,22.783,0.82299,0.80513,263.24
120,30,8,600,150,25000,600,0,0,1,1,1222.9,23.302,0.83889,0.72642,248.78
140,30,8,600,150,25000,600,0,0,1,1,1594.9,22.956,0.82831,0.76642,258.42
160,30,8,600,150,25000,600,0,0,1,1,1975.7,22.611,0.81765,0.78827,268.06
180,30,8,600,150,25000,600,0,0,1,1,2364.5,22.265,0.8069,0.8006,277.69
120,35,8,600,150,25000,600,0,0,1,1,1564.9,22.956,0.82831,0.72354,258.42
140,35,8,600,150,25000,600,0,0,1,1,2010,22.553,0.81587,0.76296,269.66
160,35,8,600,150,25000,600,0,0,1,1,2465.8,22.15,0.8033,0.78419,280.91
180,35,8,600,150,25000,600,0,0,1,1,2931.1,21.747,0.7906,0.79588,292.15
160,20,11,600,150,25000,600,0,0,1,1,1040.5,22.841,0.82477,0.79025,261.63
180,20,11,600,150,25000,600,0,0,1,1,1282.9,22.524,0.81497,0.80289,270.47
140,25,11,600,150,25000,600,0,0,1,1,1191.9,22.604,0.81743,0.7634,268.26
160,25,11,600,150,25000,600,0,0,1,1,1499.9,22.208,0.8051,0.78471,279.3
180,25,11,600,150,25000,600,0,0,1,1,1814.3,21.812,0.79265,0.79648,290.35
120,30,11,600,150,25000,600,0,0,1,1,1222.9,22.524,0.81497,0.71983,270.47
140,30,11,600,150,25000,600,0,0,1,1,1594.9,22.049,0.80014,0.75848,283.72
160,30,11,600,150,25000,600,0,0,1,1,1975.7,21.574,0.78512,0.77889,296.97
180,30,11,600,150,25000,600,0,0,1,1,2364.5,21.099,0.76993,0.7897,310.23
120,35,11,600,150,25000,600,0,0,1,1,1564.9,22.049,0.80014,0.7156,283.72
140,35,11,600,150,25000,600,0,0,1,1,2010,21.495,0.7826,0.75333,299.18
160,35,11,600,150,25000,600,0,0,1,1,2465.8,20.941,0.76482,0.77276,314.65
180,35,11,600,150,25000,600,0,0,1,1,2931.1,20.386,0.74677,0.78251,330.11
160,20,14,600,150,25000,600,0,0,1,1,1040.5,22.15,0.8033,0.78419,280.91
180,20,14,600,150,25000,600,0,0,1,1,1282.9,21.747,0.7906,0.79588,292.15
140,25,14,600,150,25000,600,0,0,1,1,1191.9,21.848,0.79379,0.75664,289.34
160,25,14,600,150,25000,600,0,0,1,1,1499.9,21.344,0.77778,0.77669,303.4
180,25,14,600,150,25000,600,0,0,1,1,1814.3,20.84,0.76156,0.78713,317.46
120,30,14,600,150,25000,600,0,0,1,1,1222.9,21.747,0.7906,0.71282,292.15
140,30,14,600,150,25000,600,0,0,1,1,1594.9,21.142,0.77132,0.74994,309.02
160,30,14,600,150,25000,600,0,0,1,1,1975.7,20.537,0.75172,0.76869,325.89
180,30,14,600,150,25000,600,0,0,1,1,2364.5,19.933,0.73181,0.77773,342.76
120,35,14,600,150,25000,600,0,0,1,1,1564.9,21.142,0.77132,0.70706,309.02
140,35,14,600,150,25000,600,0,0,1,1,2010,20.437,0.74843,0.74286,328.7
160,35,14,600,150,25000,600,0,0,1,1,2465.8,19.731,0.72509,0.76016,348.38
180,35,14,600,150,25000,600,0,0,1,1,2931.1,19.026,0.70129,0.76761,368.06
160,20,8,800,150,25000,600,0,0,1,1,1038.1,23.532,0.86132,0.79597,247.06
180,20,8,800,150,25000,600,0,0,1,1,1280.5,23.302,0.85432,0.80948,253.48
140,25,8,800,150,25000,600,0,0,1,1,1189.4,23.359,0.85607,0.76977,251.88
160,25,8,800,150,25000,600,0,0,1,1,1497.4,23.071,0.84728,0.79219,259.91
180,25,8,800,150,25000,600,0,0,1,1,1811.8,22.783,0.83842,0.80513,267.94
120,30,8,800,150,25000,600,0,0,1,1,1220.5,23.302,0.85432,0.72642,253.48
140,30,8,800,150,25000,600,0,0,1,1,1592.4,22.956,0.84374,0.76642,263.12
160,30,8,800,150,25000,600,0,0,1,1,1973.3,22.611,0.83308,0.78827,272.76
180,30,8,800,150,25000,600,0,0,1,1,2362.1,22.265,0.82233,0.8006,282.4
120,35,8,800,150,25000,600,0,0,1,1,1562.4,22.956,0.84374,0.72354,263.12
140,35,8,800,150,25000,600,0,0,1,1,2007.6,22.553,0.8313,0.76296,274.37
160,35,8,800,150,25000,600,0,0,1,1,2463.3,22.15,0.81873,0.78419,285.62
180,35,8,800,150,25000,600,0,0,1,1,2928.6,21.747,0.80603,0.79588,296.86
160,20,11,800,150,25000,600,0,0,1,1,1038.1,22.841,0.8402,0.79025,266.34
180,20,11,800,150,25000,600,0,0,1,1,1280.5,22.524,0.8304,0.80289,275.17
140,25,11,800,150,25000,600,0,0,1,1,1189.4,22.604,0.83286,0.7634,272.96
160,25,11,800,150,25000,600,0,0,1,1,1497.4,22.208,0.82053,0.78471,284.01
180,25,11,800,150,25000,600,0,0,1,1,1811.8,21.812,0.80808,0.79648,295.05
120,30,11,800,150,25000,600,0,0,1,1,1220.5,22.524,0.8304,0.71983,275.17
140,30,11,800,150,25000,600,0,0,1,1,1592.4,22.049,0.81557,0.75848,288.43
160,30,11,800,150,25000,600,0,0,1,1,1973.3,21.574,0.80055,0.77889,301.68
180,30,11,800,150,25000,600,0,0,1,1,2362.1,21.099,0.78536,0.7897,314.94
120,35,11,800,150,25000,600,0,0,1,1,1562.4,22.049,0.81557,0.7156,288.43
140,35,11,800,150,25000,600,0,0,1,1,2007.6,21.495,0.79803,0.75333,303.89
160,35,11,800,150,25000,600,0,0,1,1,2463.3,20.941,0.78025,0.77276,319.35
180,35,11,800,150,25000,600,0,0,1,1,2928.6,20.386,0.76221,0.78251,334.82
160,20,14,800,150,25000,600,0,0,1,1,1038.1,22.15,0.81873,0.78419,285.62
180,20,14,800,150,25000,600,0,0,1,1,1280.5,21.747,0.80603,0.79588,296.86
140,25,14,800,150,25000,600,0,0,1,1,1189.4,21.848,0.80922,0.75664,294.05
160,25,14,800,150,25000,600,0,0,1,1,1497.4,21.344,0.79321,0.77669,308.11
180,25,14,800,150,25000,600,0,0,1,1,1811.8,20.84,0.77699,0.78713,322.16
120,30,14,800,150,25000,600,0,0,1,1,1220.5,21.747,0.80603,0.71282,296.86
140,30,14,800,150,25000,600,0,0,1,1,1592.4,21.142,0.78675,0.74994,313.73
160,30,14,800,150,25000,600,0,0,1,1,1973.3,20.537,0.76715,0.76869,330.6
180,30,14,800,150,25000,600,0,0,1,1,2362.1,19.933,0.74724,0.77773,347.47
120,35,14,800,150,25000,600,0,0,1,1,1562.4,21.142,0.78675,0.70706,313.73
140,35,14,800,150,25000,600,0,0,1,1,2007.6,20.437,0.76386,0.74286,333.41
160,35,14,800,150,25000,600,0,0,1,1,2463.3,19.731,0.74052,0.76016,353.09
180,35,14,800,150,25000,600,0,0,1,1,2928.6,19.026,0.71672,0.76761,372.77
180,20,8,400,250,25000,600,0,0,1,1,1085.9,23.302,0.82146,0.80948,245.67
160,25,8,400,250,25000,600,0,0,1,1,1302.8,23.071,0.81442,0.79219,252.1
180,25,8,400,250,25000,600,0,0,1,1,1617.2,22.783,0.80557,0.80513,260.13
120,30,8,400,250,25000,600,0,0,1,1,1025.9,23.302,0.82146,0.72642,245.67
140,30,8,400,250,25000,600,0,0,1,1,1397.9,22.956,0.81089,0.76642,255.31
160,30,8,400,250,25000,600,0,0,1,1,1778.7,22.611,0.80023,0.78827,264.95
180,30,8,400,250,25000,600,0,0,1,1,2167.5,22.265,0.78948,0.8006,274.59
120,35,8,400,250,25000,600,0,0,1,1,1367.9,22.956,0.81089,0.72354,255.31
140,35,8,400,250,25000,600,0,0,1,1,1813,22.553,0.79844,0.76296,266.56
160,35,8,400,250,25000,600,0,0,1,1,2268.8,22.15,0.78588,0.78419,277.8
180,35,8,400,250,25000,600,0,0,1,1,2734,21.747,0.77318,0.79588,289.05
180,20,11,400,250,25000,600,0,0,1,1,1085.9,22.524,0.79755,0.80289,267.36
160,25,11,400,250,25000,600,0,0,1,1,1302.8,22.208,0.78768,0.78471,276.2
180,25,11,400,250,25000,600,0,0,1,1,1617.2,21.812,0.77523,0.79648,287.24
120,30,11,400,250,25000,600,0,0,1,1,1025.9,22.524,0.79755,0.71983,267.36
140,30,11,400,250,25000,600,0,0,1,1,1397.9,22.049,0.78271,0.75848,280.62
160,30,11,400,250,25000,600,0,0,1,1,1778.7,21.574,0.7677,0.77889,293.87
180,30,11,400,250,25000,600,0,0,1,1,2167.5,21.099,0.75251,0.7897,307.12
120,35,11,400,250,25000,600,0,0,1,1,1367.9,22.049,0.78271,0.7156,280.62
140,35,11,400,250,25000,600,0,0,1,1,1813,21.495,0.76518,0.75333,296.08
160,35,11,400,250,25000,600,0,0,1,1,2268.8,20.941,0.7474,0.77276,311.54
180,35,11,400,250,25000,600,0,0,1,1,2734,20.386,0.72935,0.78251,327.01
180,20,14,400,250,25000,600,0,0,1,1,1085.9,21.747,0.77318,0.79588,289.05
160,25,14,400,250,25000,600,0,0,1,1,1302.8,21.344,0.76036,0.77669,300.3
180,25,14,400,250,25000,600,0,0,1,1,1617.2,20.84,0.74414,0.78713,314.35
120,30,14,400,250,25000,600,0,0,1,1,1025.9,21.747,0.77318,0.71282,289.05
140,30,14,400,250,25000,600,0,0,1,1,1397.9,21.142,0.75389,0.74994,305.92
160,30,14,400,250,25000,600,0,0,1,1,1778.7,20.537,0.7343,0.76869,322.79
180,30,14,400,250,25000,600,0,0,1,1,2167.5,19.933,0.71438,0.77773,339.66
120,35,14,400,250,25000,600,0,0,1,1,1367.9,21.142,0.75389,0.70706,305.92
140,35,14,400,250,25000,600,0,0,1,1,1813,20.437,0.731,0.74286,325.6
160,35,14,400,250,25000,600,0,0,1,1,2268.8,19.731,0.70767,0.76016,345.28
180,35,14,400,250,25000,600,0,0,1,1,2734,19.026,0.68387,0.76761,364.96
180,20,8,600,250,25000,600,0,0,1,1,1082.9,23.302,0.83689,0.80948,250.38
160,25,8,600,250,25000,600,0,0,1,1,1299.9,23.071,0.82985,0.79219,256.81
180,25,8,600,250,25000,600,0,0,1,1,1614.3,22.783,0.821,0.80513,264.84
120,30,8,600,250,25000,600,0,0,1,1,1022.9,23.302,0.83689,0.72642,250.38
140,30,8,600,250,25000,600,0,0,1,1,1394.9,22.956,0.82632,0.76642,260.02
160,30,8,600,250,25000,600,0,0,1,1,1775.7,22.611,0.81566,0.78827,269.66
180,30,8,600,250,25000,600,0,0,1,1,2164.5,22.265,0.80491,0.8006,279.3
120,35,8,600,250,25000,600,0,0,1,1,1364.9,22.956,0.82632,0.72354,260.02
140,35,8,600,250,25000,600,0,0,1,1,1810,22.553,0.81387,0.76296,271.27
160,35,8,600,250,25000,600,0,0,1,1,2265.8,22.15,0.80131,0.78419,282.51
180,35,8,600,250,25000,600,0,0,1,1,2731.1,21.747,0.78861,0.79588,293.76
180,20,11,600,250,25000,600,0,0,1,1,1082.9,22.524,0.81298,0.80289,272.07
160,25,11,600,250,25000,600,0,0,1,1,1299.9,22.208,0.80311,0.78471,280.91
180,25,11,600,250,25000,600,0,0,1,1,1614.3,21.812,0.79066,0.79648,291.95
120,30,11,600,250,25000,600,0,0,1,1,1022.9,22.524,0.81298,0.71983,272.07
140,30,11,600,250,25000,600,0,0,1,1,1394.9,22.049,0.79815,0.75848,285.32
160,30,11,600,250,25000,600,0,0,1,1,1775.7,21.574,0.78313,0.77889,298.58
180,30,11,600,250,25000,600,0,0,1,1,2164.5,21.099,0.76794,0.7897,311.83
120,35,11,600,250,25000,600,0,0,1,1,1364.9,22.049,0.79815,0.7156,285.32
140,35,11,600,250,25000,600,0,0,1,1,1810,21.495,0.78061,0.75333,300.79
160,35,11,600,250,25000,600,0,0,1,1,2265.8,20.941,0.76283,0.77276,316.25
180,35,11,600,250,25000,600,0,0,1,1,2731.1,20.386,0.74478,0.78251,331.71
180,20,14,600,250,25000,600,0,0,1,1,1082.9,21.747,0.78861,0.79588,293.76
160,25,14,600,250,25000,600,0,0,1,1,1299.9,21.344,0.77579,0.77669,305
180,25,14,600,250,25000,600,0,0,1,1,1614.3,20.84,0.75957,0.78713,319.06
120,30,14,600,250,25000,600,0,0,1,1,1022.9,21.747,0.78861,0.71282,293.76
140,30,14,600,250,25000,600,0,0,1,1,1394.9,21.142,0.76933,0.74994,310.63
160,30,14,600,250,25000,600,0,0,1,1,1775.7,20.537,0.74973,0.76869,327.5
180,30,14,600,250,25000,600,0,0,1,1,2164.5,19.933,0.72981,0.77773,344.36
120,35,14,600,250,25000,600,0,0,1,1,1364.9,21.142,0.76933,0.70706,310.63
140,35,14,600,250,25000,600,0,0,1,1,1810,20.437,0.74643,0.74286,330.31
160,35,14,600,250,25000,600,0,0,1,1,2265.8,19.731,0.7231,0.76016,349.99
180,35,14,600,250,25000,600,0,0,1,1,2731.1,19.026,0.6993,0.76761,369.67
180,20,8,800,250,25000,600,0,0,1,1,1080.5,23.302,0.85233,0.80948,255.09
160,25,8,800,250,25000,600,0,0,1,1,1297.4,23.071,0.84529,0.79219,261.52
180,25,8,800,250,25000,600,0,0,1,1,1611.8,22.783,0.83643,0.80513,269.55
120,30,8,800,250,25000,600,0,0,1,1,1020.5,23.302,0.85233,0.72642,255.09
140,30,8,800,250,25000,600,0,0,1,1,1392.4,22.956,0.84175,0.76642,264.73
160,30,8,800,250,25000,600,0,0,1,1,1773.3,22.611,0.83109,0.78827,274.37
180,30,8,800,250,25000,600,0,0,1,1,2162.1,22.265,0.82034,0.8006,284.01
120,35,8,800,250,25000,600,0,0,1,1,1362.4,22.956,0.84175,0.72354,264.73
140,35,8,800,250,25000,600,0,0,1,1,1807.6,22.553,0.82931,0.76296,275.97
160,35,8,800,250,25000,600,0,0,1,1,2263.3,22.15,0.81674,0.78419,287.22
180,35,8,800,250,25000,600,0,0,1,1,2728.6,21.747,0.80404,0.79588,298.47
180,20,11,800,250,25000,600,0,0,1,1,1080.5,22.524,0.82841,0.80289,276.78
160,25,11,800,250,25000,600,0,0,1,1,1297.4,22.208,0.81854,0.78471,285.61
180,25,11,800,250,25000,600,0,0,1,1,1611.8,21.812,0.80609,0.79648,296.66
120,30,11,800,250,25000,600,0,0,1,1,1020.5,22.524,0.82841,0.71983,276.78
140,30,11,800,250,25000,600,0,0,1,1,1392.4,22.049,0.81358,0.75848,290.03
160,30,11,800,250,25000,600,0,0,1,1,1773.3,21.574,0.79856,0.77889,303.29
180,30,11,800,250,25000,600,0,0,1,1,2162.1,21.099,0.78337,0.7897,316.54
120,35,11,800,250,25000,600,0,0,1,1,1362.4,22.049,0.81358,0.7156,290.03
140,35,11,800,250,25000,600,0,0,1,1,1807.6,21.495,0.79604,0.75333,305.5
160,35,11,800,250,25000,600,0,0,1,1,2263.3,20.941,0.77826,0.77276,320.96
180,35,11,800,250,25000,600,0,0,1,1,2728.6,20.386,0.76021,0.78251,336.42
180,20,14,800,250,25000,600,0,0,1,1,1080.5,21.747,0.80404,0.79588,298.47
160,25,14,800,250,25000,600,0,0,1,1,1297.4,21.344,0.79122,0.77669,309.71
180,25,14,800,250,25000,600,0,0,1,1,1611.8,20.84,0.775,0.78713,323.77
120,30,14,800,250,25000,600,0,0,1,1,1020.5,21.747,0.80404,0.71282,298.47
140,30,14,800,250,25000,600,0,0,1,1,1392.4,21.142,0.78476,0.74994,315.34
160,30,14,800,250,25000,600,0,0,1,1,1773.3,20.537,0.76516,0.76869,332.2
180,30,14,800,250,25000,600,0,0,1,1,2162.1,19.933,0.74524,0.77773,349.07
120,35,14,800,250,25000,600,0,0,1,1,1362.4,21.142,0.78476,0.70706,315.34
140,35,14,800,250,25000,600,0,0,1,1,1807.6,20.437,0.76187,0.74286,335.02
160,35,14,800,250,25000,600,0,0,1,1,2263.3,19.731,0.73853,0.76016,354.7
180,35,14,800,250,25000,600,0,0,1,1,2728.6,19.026,0.71473,0.76761,374.38
160,25,8,400,350,25000,600,0,0,1,1,1102.8,23.071,0.81243,0.79219,253.71
180,25,8,400,350,25000,600,0,0,1,1,1417.2,22.783,0.80358,0.80513,261.74
140,30,8,400,350,25000,600,0,0,1,1,1197.9,22.956,0.8089,0.76642,256.92
160,30,8,400,350,25000,600,0,0,1,1,1578.7,22.611,0.79824,0.78827,266.56
180,30,8,400,350,25000,600,0,0,1,1,1967.5,22.265,0.78749,0.8006,276.2
120,35,8,400,350,25000,600,0,0,1,1,1167.9,22.956,0.8089,0.72354,256.92
140,35,8,400,350,25000,600,0,0,1,1,1613,22.553,0.79645,0.76296,268.16
160,35,8,400,350,25000,600,0,0,1,1,2068.8,22.15,0.78388,0.78419,279.41
180,35,8,400,350,25000,600,0,0,1,1,2534,21.747,0.77119,0.79588,290.66
160,25,11,400,350,25000,600,0,0,1,1,1102.8,22.208,0.78569,0.78471,277.8
180,25,11,400,350,25000,600,0,0,1,1,1417.2,21.812,0.77324,0.79648,288.85
140,30,11,400,350,25000,600,0,0,1,1,1197.9,22.049,0.78072,0.75848,282.22
160,30,11,400,350,25000,600,0,0,1,1,1578.7,21.574,0.76571,0.77889,295.48
180,30,11,400,350,25000,600,0,0,1,1,1967.5,21.099,0.75051,0.7897,308.73
120,35,11,400,350,25000,600,0,0,1,1,1167.9,22.049,0.78072,0.7156,282.22
140,35,11,400,350,25000,600,0,0,1,1,1613,21.495,0.76319,0.75333,297.68
160,35,11,400,350,25000,600,0,0,1,1,2068.8,20.941,0.74541,0.77276,313.15
180,35,11,400,350,25000,600,0,0,1,1,2534,20.386,0.72736,0.78251,328.61
160,25,14,400,350,25000,600,0,0,1,1,1102.8,21.344,0.75837,0.77669,301.9
180,25,14,400,350,25000,600,0,0,1,1,1417.2,20.84,0.74215,0.78713,315.96
140,30,14,400,350,25000,600,0,0,1,1,1197.9,21.142,0.7519,0.74994,307.52
160,30,14,400,350,25000,600,0,0,1,1,1578.7,20.537,0.73231,0.76869,324.39
180,30,14,400,350,25000,600,0,0,1,1,1967.5,19.933,0.71239,0.77773,341.26
120,35,14,400,350,25000,600,0,0,1,1,1167.9,21.142,0.7519,0.70706,307.52
140,35,14,400,350,25000,600,0,0,1,1,1613,20.437,0.72901,0.74286,327.2
160,35,14,400,350,25000,600,0,0,1,1,2068.8,19.731,0.70568,0.76016,346.88
180,35,14,400,350,25000,600,0,0,1,1,2534,19.026,0.68188,0.76761,366.56
160,25,8,600,350,25000,600,0,0,1,1,1099.9,23.071,0.82786,0.79219,258.41
180,25,8,600,350,25000,600,0,0,1,1,1414.3,22.783,0.81901,0.80513,266.45
140,30,8,600,350,25000,600,0,0,1,1,1194.9,22.956,0.82433,0.76642,261.63
160,30,8,600,350,25000,600,0,0,1,1,1575.7,22.611,0.81367,0.78827,271.27
180,30,8,600,350,25000,600,0,0,1,1,1964.5,22.265,0.80292,0.8006,280.9
120,35,8,600,350,25000,600,0,0,1,1,1164.9,22.956,0.82433,0.72354,261.63
140,35,8,600,350,25000,600,0,0,1,1,1610,22.553,0.81188,0.76296,272.87
160,35,8,600,350,25000,600,0,0,1,1,2065.8,22.15,0.79932,0.78419,284.12
180,35,8,600,350,25000,600,0,0,1,1,2531.1,21.747,0.78662,0.79588,295.36
160,25,11,600,350,25000,600,0,0,1,1,1099.9,22.208,0.80112,0.78471,282.51
180,25,11,600,350,25000,600,0,0,1,1,1414.3,21.812,0.78867,0.79648,293.56
140,30,11,600,350,25000,600,0,0,1,1,1194.9,22.049,0.79615,0.75848,286.93
160,30,11,600,350,25000,600,0,0,1,1,1575.7,21.574,0.78114,0.77889,300.18
180,30,11,600,350,25000,600,0,0,1,1,1964.5,21.099,0.76594,0.7897,313.44
120,35,11,600,350,25000,600,0,0,1,1,1164.9,22.049,0.79615,0.7156,286.93
140,35,11,600,350,25000,600,0,0,1,1,1610,21.495,0.77862,0.75333,302.39
160,35,11,600,350,25000,600,0,0,1,1,2065.8,20.941,0.76084,0.77276,317.86
180,35,11,600,350,25000,600,0,0,1,1,2531.1,20.386,0.74279,0.78251,333.32
160,25,14,600,350,25000,600,0,0,1,1,1099.9,21.344,0.7738,0.77669,306.61
180,25,14,600,350,25000,600,0,0,1,1,1414.3,20.84,0.75758,0.78713,320.67
140,30,14,600,350,25000,600,0,0,1,1,1194.9,21.142,0.76733,0.74994,312.23
160,30,14,600,350,25000,600,0,0,1,1,1575.7,20.537,0.74774,0.76869,329.1
180,30,14,600,350,25000,600,0,0,1,1,1964.5,19.933,0.72782,0.77773,345.97
120,35,14,600,350,25000,600,0,0,1,1,1164.9,21.142,0.76733,0.70706,312.23
140,35,14,600,350,25000,600,0,0,1,1,1610,20.437,0.74444,0.74286,331.91
160,35,14,600,350,25000,600,0,0,1,1,2065.8,19.731,0.72111,0.76016,351.59
180,35,14,600,350,25000,600,0,0,1,1,2531.1,19.026,0.69731,0.76761,371.27
160,25,8,800,350,25000,600,0,0,1,1,1097.4,23.071,0.84329,0.79219,263.12
180,25,8,800,350,25000,600,0,0,1,1,1411.8,22.783,0.83444,0.80513,271.15
140,30,8,800,350,25000,600,0,0,1,1,1192.4,22.956,0.83976,0.76642,266.33
160,30,8,800,350,25000,600,0,0,1,1,1573.3,22.611,0.8291,0.78827,275.97
180,30,8,800,350,25000,600,0,0,1,1,1962.1,22.265,0.81835,0.8006,285.61
120,35,8,800,350,25000,600,0,0,1,1,1162.4,22.956,0.83976,0.72354,266.33
140,35,8,800,350,25000,600,0,0,1,1,1607.6,22.553,0.82731,0.76296,277.58
160,35,8,800,350,25000,600,0,0,1,1,2063.3,22.15,0.81475,0.78419,288.83
180,35,8,800,350,25000,600,0,0,1,1,2528.6,21.747,0.80205,0.79588,300.07
160,25,11,800,350,25000,600,0,0,1,1,1097.4,22.208,0.81655,0.78471,287.22
180,25,11,800,350,25000,600,0,0,1,1,1411.8,21.812,0.8041,0.79648,298.26
140,30,11,800,350,25000,600,0,0,1,1,1192.4,22.049,0.81158,0.75848,291.64
160,30,11,800,350,25000,600,0,0,1,1,1573.3,21.574,0.79657,0.77889,304.89
180,30,11,800,350,25000,600,0,0,1,1,1962.1,21.099,0.78138,0.7897,318.15
120,35,11,800,350,25000,600,0,0,1,1,1162.4,22.049,0.81158,0.7156,291.64
140,35,11,800,350,25000,600,0,0,1,1,1607.6,21.495,0.79405,0.75333,307.1
160,35,11,800,350,25000,600,0,0,1,1,2063.3,20.941,0.77627,0.77276,322.56
180,35,11,800,350,25000,600,0,0,1,1,2528.6,20.386,0.75822,0.78251,338.03
160,25,14,800,350,25000,600,0,0,1,1,1097.4,21.344,0.78923,0.77669,311.32
180,25,14,800,350,25000,600,0,0,1,1,1411.8,20.84,0.77301,0.78713,325.37
140,30,14,800,350,25000,600,0,0,1,1,1192.4,21.142,0.78276,0.74994,316.94
160,30,14,800,350,25000,600,0,0,1,1,1573.3,20.537,0.76317,0.76869,333.81
180,30,14,800,350,25000,600,0,0,1,1,1962.1,19.933,0.74325,0.77773,350.68
120,35,14,800,350,25000,600,0,0,1,1,1162.4,21.142,0.78276,0.70706,316.94
140,35,14,800,350,25000,600,0,0,1,1,1607.6,20.437,0.75987,0.74286,336.62
160,35,14,800,350,25000,600,0,0,1,1,2063.3,19.731,0.73654,0.76016,356.3
180,35,14,800,350,25000,600,0,0,1,1,2528.6,19.026,0.71274,0.76761,375.98
180,20,8,400,150,15000,600,1,0,1,1,1185.9,23.302,0.81821,0.79669,211.97
140,25,8,400,150,15000,600,1,0,1,1,1094.9,23.359,0.81997,0.75497,210.36
160,25,8,400,150,15000,600,1,0,1,1,1402.8,23.071,0.81117,0.77863,218.4
180,25,8,400,150,15000,600,1,0,1,1,1717.2,22.783,0.80232,0.79234,226.43
120,30,8,400,150,15000,600,1,0,1,1,1125.9,23.302,0.81821,0.70948,211.97
140,30,8,400,150,15000,600,1,0,1,1,1497.9,22.956,0.80764,0.75162,221.61
160,30,8,400,150,15000,600,1,0,1,1,1878.7,22.611,0.79698,0.77471,231.25
